"ヒソヒソごえ　B
「ハッ！！
　　　　みられたっ！！」",36,"Whisper B:
""Somebody saw me!""
",34,,
"じゃましやがって！
せっかく、あたまをよくしてもらってる
さいちゅうだったのにっ！

クエーッ！！！
",70,"Don't bother me now!
I am in the process
of receiving more 
power for my brain.

",88,"Get ou[tt]a [the] way! I'm
busy ge[tt][in]g a be[tt]er
bra[in]! >kweh<



","“You're intruding, doofus! With great difficulty, I'm in the process of receiving intelligence!”"
"さいきん、アステロイドのかわ　が
どんどん　さがってるような
きがするけど………
もし、アステロイドのかわ　が
おっこちたら、
したのせかいは、たいへんなことになるぞ！

だ、だいじょうぶかなあ……。
",181,"An asteroid field
is approaching.
If it hits, the world
beneath would be
severly damaged!

It will be alright.

",122,"Recent[ly], I['v]e f[el]t [li]ke
[the] R[iv]er of Asteroids
might be destab[ili]z[in]g…



If [the] R[iv]er of
Asteroids c[ol][la]psed,
[it] wou[ld] be d[is]astrous
for [the] wor[ld] be[lo]w!


I… I hope [it] w[ill] be
okay…




",
"
　　　　　TｅXT　４２",16,"The dinosaurs beneath
us don't think about
anything.
They don't understand
creatures with
intelligence will 
rule the land, not
creatures with 
strength.",163,,
"ケーッ！
したのせかいの、きょうりゅうどもは
バカだよ！
これからは、カではなく
アタマのいいものが、せかいを　しはい
できるのもしらないで！　クエーッ！",129,"The dinosaurs beneath
us don't think about
anything.
They don't understand
creatures with
intelligence will 
rule the land, not
creatures with 
strength.",163,">kekeke< Those
d[in]osaurs be[lo]w us are
such morons!



They don['t] rea[li]ze [tha]t
[the] [str]ongest creatures
are [the] ones w[it]h bra[in]s!



","“Keh! The dinosaurs of the world below are idiots! They don't know that intelligence, not strength, will rule the world from now on! Kweh!”"
"おい！　きみ！
そのクリスタルには　かかわりあわんほうが
いいぞ！
進化が　くるってしまうらしいぞ！
そんなものにたよるより、われわれのように
じみちに　どりょくして進化するのが
ただしいのだ！
みよ！　このみごとなまでの
　　　”ずつきヘッド”を！！",219,"Hey! You!
Don't get involved
with the crystal.
It causes creatures 
to evolve in strange
ways.
We don't depend on
it. We evolve in the
right way, with 
steady effort. Look
at my excellent head
butt.",211,"Hey, you! Are you
ge[tt][in]g [in]v[ol]ved w[it]h [tho]se
“Cryst[al]s”? They seem
to make ev[ol]u[ti]on go
haywire!

It['s] much safer to
ev[ol]ve [the] r[ig]ht way,
w[it]h [lo]ts of hard work!



Look! We['v]e been
perfect[in]g our head-
bu[tt][in]g tech[ni]que!



","“Hey! You! About those crystals... it's best not to be affected. It's like they make evolution completely out of order! Instead of that, the best way for us is to evolve steadily and with great effort. Behold the perfection of our head-butting!”

(Not sure what “made no” is doing here?)"
"アンキロサウルス
「おっ！？　めずらしい！
　ひさびさの　いのちしらず　が、きたぞ！
　とおぼえで、アロサウルスのれんちゅうに
　しらせねばっ！」


「アンギャーーーーーーーーーース！！！」
",150,"Pronesaurus:
""Hah! What a stupid
creature. It has been
a long time since we
have seen a daredevil.
Let us howl to inform
the other Pronesaurus
that a stupid creature
is approaching.""

Ooofff....
",208,"Huh? That['s] d[if]ferent!
We haven['t] had someone
wander [in] here so
reck[le]ss[ly] for a w[hi][le]!


Ra[is]e [the] a[la]rm! Wake up
[tho]se [la]zy a[ll]osaurs!

>angyaaaaaaaa<


","Grammar of “in a long time” is odd.

“With howling, alert the allosaur doofuses!”"
"アロサウルス
「おおっ！
　こんなところまで　きやがった！
　ここを、とっぱされると
　ティラノに　しかられるぞっ！！
　みんな！　やっちまえっ！！」",116,"Omosaurus:
""Oh!
What a creature to 
come here!""
""Tyrasaurus will be
upset unless we defeat
it. Let's go.""

",117,"Oh! Some fo[ol] actu[al][ly]
stumb[le]d [in] here!
If we [le]t [it] [thr]ough,
[the] tyrannosaurs w[ill]
pun[is]h us!

Come on! We['d] be[tt]er get
rid of [it]!




",
"ほほお………。
よく、ここまでこれたな……。
グルルル………
われわれは、ティラノサウルス！
クリスタルによって　カをえた
このせかいで、さいきょうのせいぶつ！
おまえなんか、おれさまたちに　かかっては
あかごのてをひねるより　かんたんだが、
…………、しかし……
おまえ、なかなか　みこみがありそうだな。
どうだ？
われわれと　てをくんで、
　せかいを、しはいしてみないか？
　　いいはなしだねえ！
　　やだ！
おおっ！！
こいつ、ティラノに　さからいおった！
あとさきかんがえず、さからいおった！

ふふふ……………。ならば………


　　　　　　しねっ！！！

　ほんとーに、いいんだなっ！？
　　ちょ、ちょっと　まってね…。
　　ほんとーに、いいよ！
そうか！　そうかっ！！
ふふふふ…………
",500,"Ha ha ha...
I guess I will have
to believe you are 
actually here.


We are the
Tyrasaurus. In this
world we are the 
strongest creature to 
receive power from the
crystal.
Defeating you will be
as easy as lifting a
baby.
But, you seem to have
promise.

Well, will you join us
in ruling the world?


Yes.
No!
What you turn against
Tyrasaurus?!
You are unwise!
Ha ha ha... so now
you must pay your
debt!
Don't You want to
reconsider?


W-wait...
I've made my decision.
Well, Well!
Hahaha...
",530,"Ah, impress[iv]e… Someone
was ab[le] to reach us.

>grr<


We are tyrannosaurs…
W[it]h [the] power of [the]
Cryst[al]s, we['v]e become
[the] [str]ongest creatures
[in] [the] wor[ld].

We cou[ld] tear a [thi]ng
[li]ke you apart [in] an
[in]stant. However…
You seem to have some
poten[ti][al].

Perhaps, [if] you serve
us, we w[ill] [al][lo]w you to
ru[le] a sma[ll] part of [the]
wor[ld]…


  I'm [in]terested…

  Not a chance!



So… you['d] prefer to
be our food [tha]n our
s[la]ve, [the]n. Heh heh…
So be [it].

D[ie][!!]
>grr< Be very sure…

  W-wa[it]…

  I'm sure!

Good… good!

Heh heh heh heh…



","“For us to deal with a thing like you would be as easy as twisting a baby's hand.”

“You set yourself against the Tyrannos? Heedless of the consequences, you set yourself against us? Heh heh... In that case... die!!!”"
"
　　　　　TｅXT　４８",16,"There apprears to be
changes in your body
from eating the red,
green and blue 
crystals continously.
",108,,
"あか、あお、みどりのクリスタルを
つづけてたべた　あなたの体に
へんかが　おこった！",64,"There apprears to be
changes in your body
from eating the red,
green and blue 
crystals continously.
",108,,
"
　たいへんです！

そらにういている、アステロイドのかわ　が
くずれはじめ、ちじょうに　ふりそそごうと
しています！
かぞえきれないほどの、がんせきが
おちてくるのです！
はやく、はやく……

　　　　　　おにげなさいっ！！
",203,"Watch out!
The river of 
asteroids is breaking
apart! It is about
to fall to the
ground!
A great number of
rocks are dropping!
Hurry up! Hurry,
get out of here!

",175,"T[hi]s [is] ter[rib][le]! Some
k[in]d of “R[iv]er of
Asteroids” [in] [the] sky [is]
c[ol][la]ps[in]g, and meteors
are about to ra[in] down
on [the] surface!
There w[ill] be u[ni]mag[in]ab[le]
devasta[ti]on! Qu[ic]k[ly]!
You have to get out!



","“It's a disaster! A river of asteroids floating in the sky is starting to break up, and it's going to rain down on the surface. Countless rocks are going to fall! Quickly, quickly... Please, escape!!”"
"　　　　　”進化のアドバイス”
これからの時代の　進化は、
ゆっくり　と　したものになるでしょう。
ハ虫類は、ほとんど　進化しなくなりますが
これからの時代は　むかうところ　テキなし
かも？　でも、ユダンは　きんもつ！
ホにゅう類の進化は、ゆっくりです。
つよいテキに、くろうするかもしれません。
しかし、いつか”ひと”と　よばれる
せいぶつに　進化できるかもしれませんよ！

",297,"""EVO tip""
Evolution is slowing
down in this age.
Reptiles change very
little and they will
have few enemies.
You must be careful!
Evolution is slow
among the Mammals.
You will struggle
against strong 
enemies.
Someday you may 
evolve into a 
creature known as
a ""Human Being.""

",297,"Time for ano[the]r
h[el]pf[ul] [ti]p!

The pace of ev[ol]u[ti]on
has become s[lo]wer [in]
[thi]s age.
Rep[ti][le]s aren['t] ev[ol]v[in]g
much… [the]y probab[ly] won['t]
have many enem[ie]s from
now on.


But be on guard! The
mamm[al]s don['t] seem to be
[in] a hurry to ev[ol]ve…
Cou[ld] [the]re be a [str]ong
enemy mak[in]g [it] d[if][fi]c[ul]t
for [the]m?
But [if] [the]y persevere,
[the]re m[ig]ht be a way
for [the]m to ev[ol]ve [in]to
creatures c[al][le]d
“humans”…

",
"わたしたちは、こんなすがたになったけど、
もう　テキにおびえることも　なくなって
いまは、とても　しあわせです………。
おくの　スティラコおやこが
あなたに　ようがあるそうですよ……。
",166,"We are very happy
living without fear of
our enemies, although
we have weak bodies.
Syrocosaurus family
over there has 
something to tell you.

",154,"…[in] [thi]s form…

           …no more
            predators…

  …a b[le]ss[in]g…
      …[the] fam[il]y w[it]h[in]…

…bears a message
         for you…


","“We've become in this form, but we no longer need to fear enemies now, so it's very good luck. The Styraco parent and child within seem to have business with you...”"
"ガイアという　おかたから、
あなたが　ホにゅう類になれるカを
あたえるようにと　いわれました。
しかし、どうじに　ホにゅう類になれる
”しかく”があるかどうかを、
しんぱん　するようにともいわれました…。
なぜなら、あなたをホにゅう類にするには
ぜつめつしていった　わたしたちの
おおくのなかまの
”きぼう”という　たましいのカを
たくさん　つかうからです………。


しんぱん　します

おめでとう！
あなたは、”ホにゅう類”になれる　しかく
があります。
ただ、”ホにゅう類”に進化してしまうと
いまの　からだには、にどと　もどれなく
なってしまいますよ…。
　どうしますか？
　　ホにゅう類に進化する
　　いまのままで、ガンバリます

わかりました。

大いなるカよ！
このものに、あたらしき時代への　からだを
あたえたまえ！！

わかりました。

あなたの　ゆうきを　ほめたたえましょう。
でも、もし　きが　かわったら
いつでも　おいでなさい。



ざんねんですが……、
あなたには、そのしかくが
ないようです……。
むかし、
なにか　わるいこと
しませんでしたか？",679,"I was told by Gaia to
give you the power to
become a Mammal.
I was also ordered to
check if you deserve
to become a Mammal.
In order to make you
a Mammal, we have to
use some of our 
""Spirit Power"" called
""Hope"" from our 
people who have been 
defeated.



I must judge you.

Congratulations!
You deserve to become
a Mammal.
You will not be able
to return to the form
you are in now if you
decide to become a 
Mammal.

How will you choose?
Evolve to a Mammal.
Stay as you are.

I got it.

Great Power!
Give this creature
a new body for this
Era.


I got it.
I admire your 
courage.
When you change your
mind come back here
at anytime.",680," …to embrace weakness…





…[in] a wor[ld]
   where [the] [str]ong
     eat [the] weak…






      …[is] true courage…


       …so[ul]s of
        [the] ext[in]ct…

…have jo[in]ed
 w[it]h G[ai]a now…

…[thr]ough her power…
     …and [the] s[pi]r[it]u[al]
      power of “Hope”…

  …we o[ff]er you [the]
   g[if]t of weakness…
…but [if] you accept…

    …you w[ill] not be
     ab[le] to return to
     what you are now…

    …do you accept [the]
     g[if]t of weakness?…
  Embrace weakness

  Keep current body

…so be [it]…

      …Almighty Power…

 …bestow upon [thi]s
  creature a new body…

              …

…and may [it] be [the] body
 [tha]t [le]ads us to [the]
 New Dawn…
             …so be [it]…


…[if] you recon[si]der…

    …return here…","I was told by a lady called Gaia to give you the power to become a mammal. But she also told me to test whether or not you're qualified to become a mammal. 

That's because, in order to make you a mammal, we have to use a lot of spirit power called “hope” of our many extinct comrades. 

Testing.............

Congratulations! You're qualified to become a mammal. However, if you become a mammal, you'll never be able to return to your current body. What will you do?

> Evolve into a mammal
> Persist in this state

I understand. Almighty power! Bestow upon this creature a body for the new age.

I understand. I'll praise your courage. However, if you change your mind, you are always welcome to return here.

Unfortunately, it seems you aren't qualified. Long ago, did you do something bad, perhaps?"
"デルタデリジウムの　うわさばなし
A：「まだ、きょうりゅうの　いきのこりが
　　　いて、やになっチューなー。」
B：「でも、あいつらには、このさむさは
　　　たえられないはず……、いずれ
　　　きえちまうでチュよ！」
C：「それより、ぼくは　にしのたいりくに
　　　すむ　”しろい２ほんあし”が
　　　とっても　おそろしいでチュ！
　　　なんでも、
　　　これから　進化していこうとしている
　　　ホにゅう類たちを
　　　つぎから　つぎへと
　　　ころしまくっているそうでチュ！
　　　コワイでチューーッ！！」",412,"
Rumor from Deltadium.

A: ""I am afraid there
are still dinosaurs
alive.""
B: ""They will not be
able to withstand the
cold. They will perish
soon.""


C: ""I would be more
interested in the 
white two legged
creature living in 
the West Continent.""

""They are defeating 
the Mammals
trying to evolve.""
""I am so scared!""

",343,"The D[el]ta[the]ridium
are c[hi][tt]er[in]g.




“Even now, [the]re are
 d[in]osaurs surv[iv][in]g… I
 re[al][ly] don['t] [li]ke [it]!
 >squeak<”


“They can['t] squeak by
 [in] [thi]s c[ol]d for [lo]ng…
 [the]y['ll] d[ie] out soon[!”]



“That two-[le]gged wh[it]e
 [thi]ng [tha]t [li]ves on [the]
 far end of [the]
 con[ti]nent [is] way
 scar[ie]r!

 They say [if] you try to
 ev[ol]ve, [it]['ll] hunt you
 down and k[ill] you,
 wherever you are!

 >squeeeeak<”",
"マンモス
「わしら、マンモス　３きょうだい！
　イエティ　なんかも　おそれなす！
　ぬあーーんだ！　おまえ！？
　さては？　イエティのなかまだな！？
　そうだ！　そうにちがいないっ！うん。
　おおーい！　　あにきぃーー！
　テキが　きたぞーっ！
　パオオオーーーーン！」",203,"Mammoth:
""We are the three 
brothers of the 
Mammoth.
Even the Yeti is 
afraid of us.

What are you? Whaaaat?

Well, you are a part
of the Yeti family
aren't you?

Yeah, you should be!


Hey, brothers!


The enemy is here!""


Pahooom....
",263,"We… are [the] [thr]ee
mammoth bro[the]rs!
>pwuuh< Even [the] Ye[ti]
have [le]arned to fear
us!

Pwhaat… are you?


I suppose…


You must be [in] cahoots
w[it]h [the] Ye[ti]!

Yup, [tha]t must be [it]! No
o[the]r exp[la]na[ti]on!

Heeey! B[ig] bros! We['r]e
under a[tt]ack!

>pwuuuuungh<


",
"また、いっぴき
ドレイが　やってきたぞーーー！！
",46,"Another fool is
coming.
",28,"We caught ano[the]r one!
Get [it]! >keke<




",
"よく　きたなっ！！
かとうせいぶつ！！

わしは、鳥人ぞくの　かしら
　　バードマンキングだ！

きょうりゅう時代の
アステロイドの　らっかによって
おおくの　なかまを　うしなったが、
それにも　めげず
進化しつづけてきた
いだいなる　しゅぞくの　リーダーだ！
よく　きけ！
これからは、あたま！　つまり、
”ちえ”の時代だ！
したの　せかいの　せいぶつは
いまだに、からだを進化させているようだが
また、バカなきょうりゅうたちの
にのまいになるだけだっ！　　しかし、
われわれには、　”うちゅう”という
せかいから　こられたおかたがついている！
あの　おかたから　さずかったクリスタルで
きょうりゅうたちも　はたせなかった
”せかいしはい”を　たっせいするのだっ！
そして、”うちゅう”という　せかいに
とびたつのだっ！

　どうだ？　われわれにきょうカしないか？
　　する
　　しない
よし！！
なかなか、あたま　いいぞ！！

ヌヌヌ……！
かとうせいぶつの　ぶんざいで
ナマイキなっ！！
クリスタルのカを
おもいしれっ！！
",723,"Come on you vulgar
creature!
I am Bird-King, the
boss of the Bird-man.


I am the leader of a 
great tribe that has
continued to evolve,
though we lost many
people by the falling
asteroids.
Listen to me!
This is an age of 
intelligence.
Creatures beneath us
still stick to 
changing their bodies
for strength, but 
they will remain 
stupid.
We had a sage who
came from the 
Universe. Using the
crystal he gave us,
we will rule the world
the way the dinosaurs
couldn't!


Finally we will start
a journey to the 
Universe!
Would you like to
join us?


Yes
No
Well, you are very
smart.

Ah you are a traitor!
The crystal will
teach you a lesson.",688,"How d[is]gus[ti]ng… What [is]
[thi]s [thi]ng [tha]t now
befo[ul]s [the] home of [the]
A[vi]ans?


As [the] A[vi]an K[in]g, I [le]ad
a nob[le] race [tha]t rose
to [the] sky, escap[in]g [the]
f[ie]ry impact [tha]t purged
[the] Earth of [the] [lo]wer
d[in]osaurs…
We are NOT to be
[in]s[ul]ted [li]ke [thi]s!

…Can you understand
c[iv][ili]zed speech? L[is]ten,
[the]n!
Henceforth, [it] [is] not
[the] [str]ongest, but [the]
smartest who w[ill] ru[le] [the]
weak! T[hi]s [is] [the] age of
[in]t[el][li]gence!

The bru[ti]sh creatures
[tha]t eat, rut, and
befo[ul] [the] wor[ld] b[el]ow
are an ev[ol]u[ti]onary dead
end, just as [the]
d[in]osaurs of o[ld] were.
But our race has been
[li]fted above [the]m by
messengers from a wor[ld]
c[al][le]d “outer space”!


W[it]h [the]ir g[if]t of [the]
Cryst[al]s, we w[ill] ach[ie]ve
what [the] d[in]osaurs cou[ld]
not[--]wor[ld] dom[in]a[ti]on!


And we w[ill] proceed from
[the]re to “outer space”…

So, [the]n…


Sur[el]y you w[ill] surrender
now, and cooperate [in]
br[in]g[in]g about our
g[lo]rious future?


  Sounds pre[tt]y smart…

  …Never!



Exce[ll]ent… you can see
[the] v[al]ue of [in]t[el][li]gence!

Toge[the]r, we sha[ll]
transcend [thi]s wor[ld] of
[the] stu[pi]d…
As expected of a [lo]wer
creature…


You w[ill] burn [in] [the]
Cryst[al]['s] [li]ght!","'How dirty! A lower creature!

I am the head of the bird-people-tribe, Bird Man King!

Because of the dinosaur era's asteroid fall, we lost many of our comrades, but nonetheless I am the leader of the tribe that has continued to evolve without slipping!

Listen well! From now on, brains! That is, this is the age of intelligence!

The creatures of the world below still seem to be making their bodies evolve, repeating the same failures of the stupid dinosaurs. However, we have been elevated by fellows who came from a world called “outer space!”

With the crystals they gave us, we will achieve the “world domination” that even the dinosaurs could not achieve.

Then, we will fly to the world called “outer space!”

How about it? Won't you cooperate with us?
> Do
> Do not

Wonderful! You have considerable intelligence!

Nununu...
Impertinence, from the social standing of a base creature.
Realize the power of the crystals!"
"
わわっ！！　みつかったっ！！

せっかく　ここまで　いきのびたんだ！
おれたちのことは
ほっといてくれっ！",78,"Oh! I have been
discovered!
We survive with much
difficulty, leave us
alone!
",84,"Oh! Someone found us!

We['v]e [str]ugg[le]d to
surv[iv]e [thi]s [lo]ng.

Just [le]ave us a[lo]ne!",
