"かん　いっぱつ！！
あなたは　だっしゅつに　せいこうした！

……しかし、　そのころ
　　きょうりゅうたちの　せかいでは………
",99,"You barely escaped!
However, at that time
the world of Dinosaurs
was.....

",82,"You bar[el]y made [it] out!

But [#3031] wor[ld] of
d[in]osaurs we [le]ft
beh[in]d…

",
"イエティジュニア
「あーーっ！？
　と、とうちゃーーーん！！！」
イエティ
「くくく……　こんな　つよいヤツが
　いたとは………
　オレとしたことが
　ゆだんしたで……オッ、ホッ…ホ…
　ホ………。」",148,"Yeti Junior:
""What! Daddy...!""

Yeti:
""I couldn't believe
there existed such a
strong creature in 
this world.


This was my mistake.""
",148,"Ye[ti] cub:
“Nooo[!!] Daaad[!”]

Ye[ti]:
“>cough< There was
 someone… stronger…
 I didn['t] k[ill]… enough of
 [#3031]m… to protect…

 Oho… ho…

 Ho…
 …”





",
"イエティジュニア
「わーん！　とーちゃーーーん！！」
",36,"Yeti Junior:
""Daddy, be strong!""
",37,"Ye[ti] cub:
“Waaah! Daaaad!”




",
"イエティママ
「あ！あ、あ、あ……あんたーっ！！
　どこ？　どこなのーー？
　はっ！　もしや？
　……………………………………。

　お、おまえーっ！
　エサのぶんざいで、　よ、よくも
　やって　くれたわねーーっ！！！
　やつざき　にして
　くるしめて、くるしめて、
　なまごろしで、くってやるーーっ！！

　ギーーーーーッ！！！」
",211,"Yeti Mother:
""My dear!
Where are you?

I am afraid...

I can't forgive you
for defeating my
husband.
This time I will
defeat you!""


Geee....
",158,"Ye[ti]['s] mate:
“He[ll]o? He[ll]oooo?
 Oh, dar[li]ng! Where
 are you? Are you
 out here?

 >gasp<

 It can['t] be…



 Y… you[!!]
 You… you['r]e just…
 FOOD! How dare you
 come here… HOW[?!]


 I['ll] rip you apart!

 Hurt… hurt… k[ill]!
 Kiiiii[#dadb]”


",
"イエティジュニア
「とうちゃーん！　かあちゃーん！

　あーん！　あーん！　」

",53,"Yeti Junior:
""Daddy! Mommy!""
",33,"Ye[ti] c[hi][ld]:
“Dad…

 Mom…

 Why[?”]",
"たいよう
「いとしい　わが　むすめ、
　　　　　　　　　ガイアよ！
　よく、きくがよい…。
　おまえは、これから　１０億年ごに
　”せいめい”と　いう　こどもたちを
　たくさん　さずかるであろう……。
　そして、そのもののなかに
　いつか　おまえと　カをあわせて
　”あたらしい時代”を　きずいていける
　かのうせいを　もった　”せいぶつ”が
　たんじょうするであろう………。
　しかし、わしは
　その”せいぶつ”が、ほんとうに
　おまえの　パートナーとして　ふさわしい
　”せいぶつ”に　進化できるか、どうか
　しんぱいでならぬのだ……。

　きびしすぎると　おもうかもしれぬが
　あえて、わしは　そのものに
　”しれん”を　あたえる。
　その”しれん”とは……、いかなるものも
　さからえぬ　しぜんのおきての　ひとつ！
　”じゃくにく　きょうしょくのせかい”
　”しれん”に　うちかちしとき、わたしは
　そのものを、おまえの　パートナーとして
　みとめ、
　しゅくふくされた　とちへ　はいれる
　しかくを　あたえよう………。
　　　　　その、とちの名まえは…………

　　　　　　”　エデン　”
",740,"The Sun:
""My dear, Gaia!
Please listen to me.
From this time forward,
every 1 billion years,
you will have children
called ""Life"".
One of them will be
able to help you to
build a new era.


Each child must endure
a difficult trial.
You might think it's
too severe, but it is
necessary.

The trial is a test of
Nature: ""The survival
of the fittest"".
If he passes, I will
allow him to be your
partner and to enter
Eden.

",447,"Almighty Sun:
“My dear daughter,
 Gaia! P[le]ase [li]sten
 we[ll].


 I foresee a [ti]me one
 b[il][li]on years from
 now, when you w[ill] be
 jo[in]ed by companions
 c[al][le]d ‘L[if]e[.’]

 And someday, [if] [#3031]y
 un[it]e [#3031]ir power w[it]h
 ours, [#3031] New Dawn we
 hope for may come
 for us a[ll].

 However, [it] worries
 me…
 The ev[ol]u[ti]on of a
 su[it]ab[le] partner from
 [#3233]s ‘L[if]e’ [is] by no
 means a certa[in]ty.
 For harsh tri[al]s [al]so
 [li]e ahead for your
 companions.
 They must contend w[it]h
 [#3031] [fi]rst [la]w of Nature,
 w[hi]ch spares no be[in]g…

   ~The Strong Eat
       [the] Weak~



 But [in] t[hi]s tri[al] may [li]e
 [#3031] path [#3637]t w[ill] [le]ad
‘L[if]e’ to become wor[thy]
 of partners[hi]p.


 For at ev[ol]u[ti]on['s] end,
 beyond b[lo]od and meat,
 [#3031]re [li]es [#3031] b[le]ssed
 [la]nd…




     ‘Eden’…”



",789
"
　　　　　はじめまして！

わたしの名は　”ガイア”。
このほしの、すべての　せいぶつを
みまもり、ともに　いきてゆくもの……。
これから、あなたは　時をちょうえつした
５億年もの　ながい”進化のたび”を
たいけん　していくことになるでしょう。",193,"Hi! My name is Gaia.
I am the one who
watches over all
life, including you.


You will journey
through many periods
of time on this
planet. A journey of 
change.
",175,"I'm so happy to meet
you![#10]




My name [is] “Gaia[.”]
I'm [#3031] protector of
[#3233]s wor[ld]['s] [li]fe… and
[it]s companion.


I['ll] be h[el]p[in]g you on
a journey [thr]ough
[ti]me… 500 m[il][li]on years
of ev[ol]u[ti]on.


",
"しかし、それは　けっして　らくなものでは
なく、つよいもののみが　いきのこれる
”じゃくにく　きょうしょく”の　せかい。
わたしの　ちち　が、　このほしの
すべての　せいぶつにかした、
かこくな、しれんのたび　なのです……。
どんなに　つらいことが　あっても
まけないで、いきぬいていってください。
そして……
たびの　おわりの　とち　”エデン”で
かならず、おあいしましょう。

さあ！
それでは、いよいよ　たびだちの時が
やってきたようです。
すでに　あなたのからだは
３０億年かけて　”さかな”のレベルまで
進化しています……。
ひとりぼっちの　たびだちは
ふあんで　いっぱいでしょうが………

いつでも、わたしが
みまもっていますよ！


　　　　　　　がんばって！
",578,"The journey will not
be easy.
Only the strong will
survive. This is a
trial given by my
father.
I hope you can survive
this trial and meet me
in Eden. This will be
the end of your 
journey.
Well the time has 
come. You may go now.
You are already a
fish. It took 3
billion years for your
body to evolve.
You must travel alone.
Please be careful.




",385,"But… [it] won['t] be an
easy journey for you.
It w[ill] take a[ll] your
strength to surv[iv]e.


“The strong eat the
weak[,”] my fa[#3031]r says…
He expects a[ll] [li]fe on
[#3233]s wor[ld] to go [thr]ough
[#3233]s ter[rib][le] tri[al].

No ma[tt]er how hard [it] [is],
[#3435]ugh… P[le]ase don['t] g[iv]e
up! P[le]ase, surv[iv]e…



And at [#3031] end of [#3031]
journey, [#3031]re['s] a
p[la]ce c[al][le]d “Eden”…
where we['ll] sur[el]y meet.


Anyway![#10]
It seems [li]ke [it]['s] f[in][al][ly]
[ti]me to start [#3031]
journey!


I've [al]ready watched
for [thr]ee b[il][li]on years
as your body ev[ol]ved
to [#3031] “f[is]h” stage.


I guess [it]['s] k[in]d of
scary to start a new
journey [li]ke [#3233]s…

But I['ll] [al]ways be
watch[in]g over you.
Safe trav[el]s![#10]





",
"つぎの時代は、
”両せい類”の時代です。
",37,"The next stage is the
age of Amphibians.
",45,"The next age [is] [#3031]
age of “amp[hi]bians.”




",
"すでに、
いちばんのりの　両せい類
”イクチオステガ”や、
コン虫たちが、
ちじょうで　せいかつを　はじめて
いますよ。
ほんらいなら、きょ大なしょくぶつ　たちが
せいちょうしている　はずなのですが……

なにか、ようすが　おかしいようです……。

",224,"Amphibians, Ikustega
and Insects which
were the first to 
arrive have already
lived on land.
There should be a lot
of large plants 
growing there, but
something is wrong.",180,"Ear[ly] amp[hi]bians [li]ke
Ich[thy]ostega have
[al]ready jo[in]ed [#3031]
[in]sects on [la]nd.


And [#3031]re shou[ld] be
giant p[la]nts grow[in]g
everywhere, but…

Some[#3233]ng doesn['t]
seem right…",
"そういえば……………。


ハチキングが、
「クリスタルのカによって　大きくなった」
と、いっていましたね………。
”からだを　大きくするクリスタル…？”
わたしは、そのようなものを　つくった
おぼえは　ありません……。

ちょっと、きになります…………。
",159,"
By the way...

King Bee:
""Did you say you were
larger because of the
Crystal?
I never made a Crystal
that would make bodies
larger.""



Something strange...
",174,"A new body…

…



Didn['t] [#3031] Bee K[in]g say
some[#3233]ng [li]ke “The
Cryst[al]['s] g[if]t g[iv]es us
[la]rge bod[ie]s”?


A Cryst[al] [#3637]t en[la]rges
bod[ie]s? But I don['t]
remember mak[in]g any[#3233]ng
[li]ke [#3637]t…

That['s] a [li][tt][le] strange.",
"ちじょうの　おんどは　グングンさがり、
もともと　さむさによわい
”きょうりゅう”たちの、そのほとんどが
いのちを　おとしていきました………。


のちに、これを
”きょうりゅう　大ぜつめつ”と名づけ、
かなしい　でんせつ　として
いきのこった　せいぶつたちにより、
かたりつがれる　ことでしょう………。
",246,"The temperature in
the land was dropping.
Many of the Dinosaurs
could not bear the 
cold weather and 
passed away.
This is a sad incident
referred the 
""Extinction of the
Dinosaurs"". It will
be talked about for
generations to come. ",245,"S[lo]w[ly], temperatures on
[la]nd fe[ll], and most of
[#3031] d[in]osaurs were too
v[ul]nerab[le] to co[ld] to
surv[iv]e any [lo]nger.

Mass ex[ti]nc[ti]on…





And [#3637]t['s] how [#3031] tragic
[le]gend of [#3031] “dreadf[ul]
rep[ti][le]s” ends.



",
"さて、これからは
”ホにゅう類”とよばれる、あたらしい
せいぶつが、つぎつぎに　たんじょうして
いくでしょう。
あなたも、その”ホにゅう類”になれる
チャンスがあります。",125,"From now on, a new
life form called
""Mammal"" will be born.
You have a chance to
become one.
",99,"But now, [#3031] creatures
who surv[iv]ed[#dadb][#3031]
“mammals”[#dadb]w[ill] have
[#3031]ir chance to f[lo]ur[is]h.


Maybe [#3031]re['s] a way for
you to become one?




",
"
ガイアです。

つめたい時代は、おわりをつげ
あたたかく、いのちにあふれた時代が
やってきました。",92,"
I am Gaia.

The Ice Age has come
to an end, A new age
full of life,
has begun.

",91,"It['s] Gaia!





The Ice Age eventu[al][ly]
ended, and [#3031] warmer
temperatures [al][lo]wed
[li]fe to f[lo]ur[is]h once
aga[in].

",
"これからは、”ホにゅう類”たちが
はんえいを　きわめていくでしょう。しかし
きょうりゅう　たちが、すがたをけしたと
いっても、”つよいものが　いきのこる”
というルールには　かわりがないようです。


　　　　　ところで………

もう、きづいているとは　おもいますが、
なにものかが、このほしに
”クリスタル”と　いう
あしき　どうぐを
ばらまいて　いったようです……。

いったい　だれが、なんのために…。


いずれにしても、そのせいで
このほしの　せいぶつたちの進化が
くるいつつあるのは　じじつです。
………クリスタル………。
なにか、わるい　よかんが　します……。

さあ！
エデンまで、もうすこしですよ！！
",537,"I believe Mammals will
be prosperous from now
on. Although the
Dinosaurs are extinct,
the rule: ""the survival
of the fittest""
remains.



By the way...

I think you already
noticed that someone
delivered an evil tool,
a Crystal, to this
planet.


I wonder why and who?

Anyway there is
something wrong with
evolution of life on
this planet.


The Crystal...
I have a bad feeling.

Come, you are close
to Eden now.
",448,"T[hi]s [is] [#3031] g[ol]den age
of mamm[al]s!




But whe[#3031]r [it]['s] mamm[al]s
or d[in]osaurs, no[#3233]ng
re[al][ly] seems to change…
The strong just keep
eat[in]g [#3031] weak…

No ma[tt]er what I do…





And… [it] doesn['t] h[el]p [#3637]t
someone keeps [le]av[in]g
[#3031]se “Cryst[al]s” [ly][in]g
around! Have you
no[ti]ced?

Why wou[ld] anyone do
[#3637]t?

It['s] mak[in]g a mess of
ev[ol]u[ti]on, [in] any
case.
T[hi]s “Cryst[al]”…

It just fe[el]s wrong,
somehow.


Anyway![#10]

You must be near[ly] to
Eden by now!


",
"「ワッ！？　なんだアレは？」
「なにか　おちてくるぞ！」
「ギャーッ！　たすけてくれ！」
こうして、りくに、うみに　なかまを
ふやして　さかえていた”きょうりゅう”
たちは、ぜんめつして　しまったのです。",148,"What is that?
Something is falling.

Please help!
This is the way
the Dinosaurs,
once prosperous, were
annihalated.
",126,"“Aah! What [is] [#3637]t[?!]”
“There['s] some[#3233]ng
 fa[ll][in]g[!”]
“Gyaah! H[el]p me[!”]


And[#dadb]on [la]nd, [in] [#3031]
sea[#dadb]you and your new
fr[ie]nds are wiped out
comp[le]te[ly].


",
"そして、いまでは　かれらのすがたを
とどめているのは、じめんの　した　から
ほりだされた　”カセキ”　だけに
なってしまったのです……。


もちろん　あなたも　その”カセキ”となり
にんげんたちのつくった”はくぶつかん”
というところに　たいせつにほかんされ
かんしょうされる　まいにちをおくる
ことになったのです………。
",247,"Now we can only see
them as fossils.
Of course you would
be a fossil and 
exhibited in a museum.
",104,"A[ll] [#3637]t rema[in]s [is] shapes
[in] [#3031] ground… [in] [#3031]
“foss[il] record[.”]

You become a foss[il]
right be[si]de [#3031]m…
But at [le]ast you might
one day be put [in] a
p[la]ce c[al][le]d a “museum”
and admired every day.


",
"「なんだ　ありゃ！？」
「かみさまだ！　そらから　かみさまが
　おりてきたんだ！」
おどろいた　人げんたちは
さばくに、あなたたちの　すがたを
えがき　ました……。",143,"What is that!
Master! Master is
coming down from
the sky.


Humans were surprised
and drew figures of
you in the desert.",130,"“What [is] [#3637]t[?!]”
“It['s] a god! A god has
 come from [#3031] sky[!”]



In awe, [#3031]y drew
pictures of you [in] [#3031]
desert sands.



",
"そして、それは　すう万年の時を　こえて
いまも　のこっているのです……。
",53,"Such drawings remain
throughout for
thousands of years.",59,"And [#3031]re [#3031]y rema[in],
for [#3435]usands of years…




",
"ラーゴン
「ナ、なんだ！？
　あんな　でっかいサカナが　いたのか？
　ワッ！？
　なんか　おちてきたぞ！！」
",95,"Rogon:
""What is that!
I can't believe such
a large fish is here.""
Something is falling.
",95,"Lagon Commander:
“W-what? There['s] a f[is]h
 [#3637]t huge?

 Gwah[?!] It just
 dropped some[#3233]ng[!”]
",
"りょうし
「なんだ　このサカナは？
　ウワーッ！キミのわるいかっこしてんな」
せんちょう
「なんでもいいさ、どうせ　すりつぶして
　カマボコに　しちまうんだから。」
ラーゴン
「ヒェーッ！！
　　　　　　　　おたすけーー！！」
リーダーをうしなった　あなたは
ひとりぼっちになり　さびしく
ほうろうのたびにでることになるのです。",246,"Fisherman:
""What is this fish?
It has a very strange
shape.""


Captain:
""I don't care. We will
grind it down to fish
cake.""


Rogon:
Ahhhh!
""Help me!""
After you lose a 
leader, you will get 
lonely and start to
wander.

",242,"F[is]herman:
“What [is] [#3233]s f[is]h?

 Whoa! You sure are a
 funny one[!”]

Captain:
“It won['t] se[ll] for much
 [li]ke [#3637]t! Just gr[in]d
 [it] up [in]to f[is]h s[ti]cks[.”]


Lagon Commander:
“T[hi]s [is] unforg[iv]ab[le]!
 You can['t] do t[hi]s to
 meeeee…”


And, [le]ader[le]ss, [#3031]
great Lagon army
d[is]perses [in] [#3031] ocean
currents. You journey
[al]one [thr]ough [#3031] sea,
aim[le]ss[ly] dr[if]t[in]g…",
"ヒソヒソごえ　A
「ぼくらは、きみたちより　すう億年も
　さきに進化した　きょうりゅう人げんです。
　いまでこそ、へいわに　くらしているけど
　むかしは、あやまちの　くりかえしで
　なんども、ぼくらのすんでいる　ほしを
　はめつに　おいこみかけた　らしいんだ。


ヒソヒソごえ　B
「それで、きみたちには、われわれと
　おなじ　あやまちを　くりかえすような
　せいぶつに　進化しないよう、クリスタル
　いや、コスタリカというそうちを
　つくって　きみのほしに　バラまいた
　わけだが………
　とんでもない　おせっかいを
　してしまった…。　めんぼくないっ！」
ヒソヒソごえ　A
「そろそろ、ぼくらの　ほしが
　　　　　　　みえてくるはずですよ！」",529,"Whisper A:
""We are the Dino
People. We evolved
more than a billion
years ago.

We live peacefully
nowadays, but we 
made many mistakes
and almost destroyed
our planet.""

Whisper B:
""I was afraid you
would evolve in the 
same way and make the
same mistakes we did.
That is the reason
we delivered the 
Crystal.
However, I was
meddling and I
apologize.""

Whisper A:
""We should be able to
see our planet soon.""",435,"“We ev[ol]ved on ano[#3031]r
 wor[ld], hundreds of
 m[il][li]ons of years
 before you.


 Al[#3435]ugh we [li]ve
 peacefu[ll]y now, our
 ancestors made many
 m[is]takes and brought
 our wor[ld] to [#3031] br[in]k
 of destruc[ti]on[.”]
“…so when we saw [li]fe
 beg[in] to emerge on
 your wor[ld], we
 dev[el]oped [#3031] ‘cryst[al]s’
 as to[ol]s to bypass [#3031]
 ev[ol]u[ti]onary process…
 …we hoped [#3637]t w[it]hout
 [#3031] strugg[le] for surv[iv][al]
 dr[iv][in]g your ev[ol]u[ti]on,
 you wou[ld] become [le]ss
 prone to destruc[ti]ve
 errors [#3637]n were we…
 However, our
 [in]terference mere[ly]
 worsened [#3031] outcome…
 even now, we cont[in]ue
 to err destruct[iv]e[ly]…
 we are ashamed[.”]
“Ah, [it] w[ill] soon be
 [ti]me for you to see
 our home wor[ld][!”]



",
"………そして、
あなたは、かれらのこきょう”かせい”で
だいかんげいを　うけました…。
そして、しばらく　たいざいしたのち
ぶじ　ちきゅうにもどしてもらいました…。
",136,"Then you will be 
welcome to their 
planet, Mars.
After staying for
awhile, you may come
back to Earth 
safely.

",123,"You are w[el]comed warm[ly]
to [#3031]ir home on Mars.

After a short v[is][it], you
ask to be returned
home to Earth…",
